DESC,LINK,Type
 APIReference API_UnassignPrivateIpAddresses,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_UnassignPrivateIpAddresses.html,API
 APIReference API_AttachInternetGateway,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AttachInternetGateway.html,API
 APIReference API_CreateEgressOnlyInternetGateway,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateEgressOnlyInternetGateway.html,API
 APIReference API_CreateInternetGateway,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateInternetGateway.html,API
 APIReference API_DeleteEgressOnlyInternetGateway,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteEgressOnlyInternetGateway.html,API
 APIReference API_DeleteInternetGateway,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteInternetGateway.html,API
 APIReference API_DescribeEgressOnlyInternetGateways,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeEgressOnlyInternetGateways.html,API
 APIReference API_DescribeInternetGateways,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeInternetGateways.html,API
 APIReference API_DetachInternetGateway,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DetachInternetGateway.html,API
 APIReference API_CreateManagedPrefixList,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateManagedPrefixList.html,API
 APIReference API_DeleteManagedPrefixList,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteManagedPrefixList.html,API
 APIReference API_DescribeManagedPrefixLists,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeManagedPrefixLists.html,API
 APIReference API_DescribePrefixLists,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribePrefixLists.html,API
 APIReference API_GetManagedPrefixListAssociations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetManagedPrefixListAssociations.html,API
 APIReference API_GetManagedPrefixListEntries,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetManagedPrefixListEntries.html,API
 APIReference API_ModifyManagedPrefixList,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyManagedPrefixList.html,API
 APIReference API_RestoreManagedPrefixListVersion,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RestoreManagedPrefixListVersion.html,API
 APIReference API_AssignPrivateNatGatewayAddress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AssignPrivateNatGatewayAddress.html,API
 APIReference API_AssociateNatGatewayAddress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AssociateNatGatewayAddress.html,API
 APIReference API_CreateNatGateway,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateNatGateway.html,API
 APIReference API_DeleteNatGateway,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteNatGateway.html,API
 APIReference API_DescribeNatGateways,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeNatGateways.html,API
 APIReference API_DisassociateNatGatewayAddress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisassociateNatGatewayAddress.html,API
 APIReference API_UnassignPrivateNatGatewayAddress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_UnassignPrivateNatGatewayAddress.html,API
 APIReference API_CreateNetworkAcl,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateNetworkAcl.html,API
 APIReference API_CreateNetworkAclEntry,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateNetworkAclEntry.html,API
 APIReference API_DeleteNetworkAcl,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteNetworkAcl.html,API
 APIReference API_DeleteNetworkAclEntry,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteNetworkAclEntry.html,API
 APIReference API_DescribeNetworkAcls,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeNetworkAcls.html,API
 APIReference API_ReplaceNetworkAclAssociation,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ReplaceNetworkAclAssociation.html,API
 APIReference API_ReplaceNetworkAclEntry,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ReplaceNetworkAclEntry.html,API
 APIReference API_AssociateRouteTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AssociateRouteTable.html,API
 APIReference API_CreateRoute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateRoute.html,API
 APIReference API_CreateRouteTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateRouteTable.html,API
 APIReference API_DeleteRoute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteRoute.html,API
 APIReference API_DeleteRouteTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteRouteTable.html,API
 APIReference API_DescribeRouteTables,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeRouteTables.html,API
 APIReference API_DisassociateRouteTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisassociateRouteTable.html,API
 APIReference API_ReplaceRoute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ReplaceRoute.html,API
 APIReference API_ReplaceRouteTableAssociation,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ReplaceRouteTableAssociation.html,API
 APIReference API_AuthorizeSecurityGroupEgress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AuthorizeSecurityGroupEgress.html,API
 APIReference API_AuthorizeSecurityGroupIngress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AuthorizeSecurityGroupIngress.html,API
 APIReference API_CreateSecurityGroup,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateSecurityGroup.html,API
 APIReference API_DeleteSecurityGroup,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteSecurityGroup.html,API
 APIReference API_DescribeSecurityGroupReferences,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeSecurityGroupReferences.html,API
 APIReference API_DescribeSecurityGroups,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeSecurityGroups.html,API
 APIReference API_DescribeStaleSecurityGroups,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeStaleSecurityGroups.html,API
 APIReference API_ModifySecurityGroupRules,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifySecurityGroupRules.html,API
 APIReference API_RevokeSecurityGroupEgress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RevokeSecurityGroupEgress.html,API
 APIReference API_RevokeSecurityGroupIngress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RevokeSecurityGroupIngress.html,API
 APIReference API_UpdateSecurityGroupRuleDescriptionsEgress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_UpdateSecurityGroupRuleDescriptionsEgress.html,API
 APIReference API_UpdateSecurityGroupRuleDescriptionsIngress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_UpdateSecurityGroupRuleDescriptionsIngress.html,API
 APIReference API_AssociateSubnetCidrBlock,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AssociateSubnetCidrBlock.html,API
 APIReference API_CreateDefaultSubnet,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateDefaultSubnet.html,API
 APIReference API_CreateSubnet,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateSubnet.html,API
 APIReference API_CreateSubnetCidrReservation,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateSubnetCidrReservation.html,API
 APIReference API_DeleteSubnet,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteSubnet.html,API
 APIReference API_DeleteSubnetCidrReservation,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteSubnetCidrReservation.html,API
 APIReference API_DescribeSubnets,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeSubnets.html,API
 APIReference API_DisassociateSubnetCidrBlock,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisassociateSubnetCidrBlock.html,API
 APIReference API_GetSubnetCidrReservations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetSubnetCidrReservations.html,API
 APIReference API_ModifySubnetAttribute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifySubnetAttribute.html,API
 APIReference API_CreateTrafficMirrorFilter,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTrafficMirrorFilter.html,API
 APIReference API_CreateTrafficMirrorFilterRule,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTrafficMirrorFilterRule.html,API
 APIReference API_CreateTrafficMirrorSession,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTrafficMirrorSession.html,API
 APIReference API_CreateTrafficMirrorTarget,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTrafficMirrorTarget.html,API
 APIReference API_DeleteTrafficMirrorFilter,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTrafficMirrorFilter.html,API
 APIReference API_DeleteTrafficMirrorFilterRule,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTrafficMirrorFilterRule.html,API
 APIReference API_DeleteTrafficMirrorSession,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTrafficMirrorSession.html,API
 APIReference API_DeleteTrafficMirrorTarget,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTrafficMirrorTarget.html,API
 APIReference API_DescribeTrafficMirrorFilters,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTrafficMirrorFilters.html,API
 APIReference API_DescribeTrafficMirrorSessions,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTrafficMirrorSessions.html,API
 APIReference API_DescribeTrafficMirrorTargets,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTrafficMirrorTargets.html,API
 APIReference API_ModifyTrafficMirrorFilterNetworkServices,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyTrafficMirrorFilterNetworkServices.html,API
 APIReference API_ModifyTrafficMirrorFilterRule,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyTrafficMirrorFilterRule.html,API
 APIReference API_ModifyTrafficMirrorSession,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyTrafficMirrorSession.html,API
 APIReference API_AssociateVpcCidrBlock,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AssociateVpcCidrBlock.html,API
 APIReference API_CreateDefaultVpc,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateDefaultVpc.html,API
 APIReference API_CreateVpc,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateVpc.html,API
 APIReference API_DeleteVpc,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteVpc.html,API
 APIReference API_DescribeVpcAttribute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcAttribute.html,API
 APIReference API_DescribeVpcs,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcs.html,API
 APIReference API_DisassociateVpcCidrBlock,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisassociateVpcCidrBlock.html,API
 APIReference API_ModifyVpcAttribute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyVpcAttribute.html,API
 APIReference API_ModifyVpcTenancy,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyVpcTenancy.html,API
 APIReference API_CreateFlowLogs,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateFlowLogs.html,API
 APIReference API_DeleteFlowLogs,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteFlowLogs.html,API
 APIReference API_DescribeFlowLogs,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeFlowLogs.html,API
 APIReference API_GetFlowLogsIntegrationTemplate,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetFlowLogsIntegrationTemplate.html,API
 APIReference API_AcceptVpcPeeringConnection,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AcceptVpcPeeringConnection.html,API
 APIReference API_CreateVpcPeeringConnection,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateVpcPeeringConnection.html,API
 APIReference API_DeleteVpcPeeringConnection,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteVpcPeeringConnection.html,API
 APIReference API_DescribeVpcPeeringConnections,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcPeeringConnections.html,API
 APIReference API_ModifyVpcPeeringConnectionOptions,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyVpcPeeringConnectionOptions.html,API
 APIReference API_RejectVpcPeeringConnection,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RejectVpcPeeringConnection.html,API
vpc privatelink what-is-privatelink,https://docs.aws.amazon.com/vpc/latest/privatelink/what-is-privatelink.html,text-based
vpc privatelink concepts,https://docs.aws.amazon.com/vpc/latest/privatelink/concepts.html,text-based
vpc privatelink getting-started,https://docs.aws.amazon.com/vpc/latest/privatelink/getting-started.html,text-based
vpc privatelink privatelink-access-aws-services,https://docs.aws.amazon.com/vpc/latest/privatelink/privatelink-access-aws-services.html,text-based
vpc privatelink aws-services-privatelink-support,https://docs.aws.amazon.com/vpc/latest/privatelink/aws-services-privatelink-support.html,text-based
vpc privatelink create-interface-endpoint,https://docs.aws.amazon.com/vpc/latest/privatelink/create-interface-endpoint.html,text-based
vpc privatelink interface-endpoints,https://docs.aws.amazon.com/vpc/latest/privatelink/interface-endpoints.html,text-based
vpc privatelink manage-notifications-endpoint,https://docs.aws.amazon.com/vpc/latest/privatelink/manage-notifications-endpoint.html,text-based
vpc privatelink delete-interface-endpoint,https://docs.aws.amazon.com/vpc/latest/privatelink/delete-interface-endpoint.html,text-based
vpc privatelink gateway-endpoints,https://docs.aws.amazon.com/vpc/latest/privatelink/gateway-endpoints.html,text-based
vpc privatelink vpc-endpoints-s3,https://docs.aws.amazon.com/vpc/latest/privatelink/vpc-endpoints-s3.html,text-based
vpc privatelink vpc-endpoints-ddb,https://docs.aws.amazon.com/vpc/latest/privatelink/vpc-endpoints-ddb.html,text-based
vpc privatelink privatelink-access-saas,https://docs.aws.amazon.com/vpc/latest/privatelink/privatelink-access-saas.html,text-based
vpc privatelink vpce-gateway-load-balancer,https://docs.aws.amazon.com/vpc/latest/privatelink/vpce-gateway-load-balancer.html,text-based
vpc privatelink create-gateway-load-balancer-endpoint-service,https://docs.aws.amazon.com/vpc/latest/privatelink/create-gateway-load-balancer-endpoint-service.html,text-based
vpc privatelink gateway-load-balancer-endpoints,https://docs.aws.amazon.com/vpc/latest/privatelink/gateway-load-balancer-endpoints.html,text-based
vpc privatelink privatelink-share-your-services,https://docs.aws.amazon.com/vpc/latest/privatelink/privatelink-share-your-services.html,text-based
vpc privatelink create-endpoint-service,https://docs.aws.amazon.com/vpc/latest/privatelink/create-endpoint-service.html,text-based
vpc privatelink configure-endpoint-service,https://docs.aws.amazon.com/vpc/latest/privatelink/configure-endpoint-service.html,text-based
vpc privatelink manage-dns-names,https://docs.aws.amazon.com/vpc/latest/privatelink/manage-dns-names.html,text-based
vpc privatelink create-notification-endpoint-service,https://docs.aws.amazon.com/vpc/latest/privatelink/create-notification-endpoint-service.html,text-based
vpc privatelink delete-endpoint-service,https://docs.aws.amazon.com/vpc/latest/privatelink/delete-endpoint-service.html,text-based
vpc privatelink vpc-endpoints-iam,https://docs.aws.amazon.com/vpc/latest/privatelink/vpc-endpoints-iam.html,text-based
vpc privatelink security_iam_service-with-iam,https://docs.aws.amazon.com/vpc/latest/privatelink/security_iam_service-with-iam.html,text-based
vpc privatelink security_iam_id-based-policy-examples,https://docs.aws.amazon.com/vpc/latest/privatelink/security_iam_id-based-policy-examples.html,text-based
vpc privatelink vpc-endpoints-access,https://docs.aws.amazon.com/vpc/latest/privatelink/vpc-endpoints-access.html,text-based
vpc privatelink privatelink-cloudwatch-metrics,https://docs.aws.amazon.com/vpc/latest/privatelink/privatelink-cloudwatch-metrics.html,text-based
vpc privatelink vpc-limits-endpoints,https://docs.aws.amazon.com/vpc/latest/privatelink/vpc-limits-endpoints.html,text-based
vpc privatelink doc-history,https://docs.aws.amazon.com/vpc/latest/privatelink/doc-history.html,text-based
 APIReference API_AcceptVpcEndpointConnections,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AcceptVpcEndpointConnections.html,API
 APIReference API_CreateVpcEndpointServiceConfiguration,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateVpcEndpointServiceConfiguration.html,API
 APIReference API_DeleteVpcEndpointServiceConfigurations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteVpcEndpointServiceConfigurations.html,API
 APIReference API_DescribeVpcEndpointServiceConfigurations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcEndpointServiceConfigurations.html,API
 APIReference API_DescribeVpcEndpointServicePermissions,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcEndpointServicePermissions.html,API
 APIReference API_DescribeVpcEndpointServices,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcEndpointServices.html,API
 APIReference API_ModifyVpcEndpointServiceConfiguration,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyVpcEndpointServiceConfiguration.html,API
 APIReference API_ModifyVpcEndpointServicePayerResponsibility,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyVpcEndpointServicePayerResponsibility.html,API
 APIReference API_ModifyVpcEndpointServicePermissions,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyVpcEndpointServicePermissions.html,API
 APIReference API_RejectVpcEndpointConnections,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RejectVpcEndpointConnections.html,API
 APIReference API_StartVpcEndpointServicePrivateDnsVerification,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_StartVpcEndpointServicePrivateDnsVerification.html,API
 APIReference API_CreateVpcEndpoint,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateVpcEndpoint.html,API
 APIReference API_CreateVpcEndpointConnectionNotification,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateVpcEndpointConnectionNotification.html,API
 APIReference API_DeleteVpcEndpointConnectionNotifications,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteVpcEndpointConnectionNotifications.html,API
 APIReference API_DeleteVpcEndpoints,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteVpcEndpoints.html,API
 APIReference API_DescribeVpcEndpointConnectionNotifications,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcEndpointConnectionNotifications.html,API
 APIReference API_DescribeVpcEndpointConnections,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcEndpointConnections.html,API
 APIReference API_DescribeVpcEndpoints,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcEndpoints.html,API
 APIReference API_ModifyVpcEndpoint,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyVpcEndpoint.html,API
 APIReference API_ModifyVpcEndpointConnectionNotification,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyVpcEndpointConnectionNotification.html,API
vpc tgw what-is-transit-gateway,https://docs.aws.amazon.com/vpc/latest/tgw/what-is-transit-gateway.html,text-based
vpc tgw how-transit-gateways-work,https://docs.aws.amazon.com/vpc/latest/tgw/how-transit-gateways-work.html,text-based
vpc tgw tgw-getting-started,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-getting-started.html,text-based
vpc tgw tgw-best-design-practices,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-best-design-practices.html,text-based
vpc tgw TGW_Scenarios,https://docs.aws.amazon.com/vpc/latest/tgw/TGW_Scenarios.html,text-based
vpc tgw transit-gateway-centralized-router,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-centralized-router.html,text-based
vpc tgw transit-gateway-isolated,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-isolated.html,text-based
vpc tgw transit-gateway-isolated-shared,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-isolated-shared.html,text-based
vpc tgw transit-gateway-peering-scenario,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-peering-scenario.html,text-based
vpc tgw transit-gateway-nat-igw,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-nat-igw.html,text-based
vpc tgw transit-gateway-appliance-scenario,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-appliance-scenario.html,text-based
vpc tgw working-with-transit-gateways,https://docs.aws.amazon.com/vpc/latest/tgw/working-with-transit-gateways.html,text-based
vpc tgw tgw-transit-gateways,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-transit-gateways.html,text-based
vpc tgw tgw-vpc-attachments,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-vpc-attachments.html,text-based
vpc tgw tgw-vpn-attachments,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-vpn-attachments.html,text-based
vpc tgw tgw-dcg-attachments,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-dcg-attachments.html,text-based
vpc tgw tgw-peering,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-peering.html,text-based
vpc tgw tgw-connect,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-connect.html,text-based
vpc tgw tgw-route-tables,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-route-tables.html,text-based
vpc tgw tgw-prefix-lists,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-prefix-lists.html,text-based
vpc tgw tgw-policy-tables,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-policy-tables.html,text-based
vpc tgw tgw-multicast-overview,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-multicast-overview.html,text-based
vpc tgw how-multicast-works,https://docs.aws.amazon.com/vpc/latest/tgw/how-multicast-works.html,text-based
vpc tgw working-with-multicast,https://docs.aws.amazon.com/vpc/latest/tgw/working-with-multicast.html,text-based
vpc tgw manage-domain,https://docs.aws.amazon.com/vpc/latest/tgw/manage-domain.html,text-based
vpc tgw manage-multicast-group,https://docs.aws.amazon.com/vpc/latest/tgw/manage-multicast-group.html,text-based
vpc tgw multicast-sharing,https://docs.aws.amazon.com/vpc/latest/tgw/multicast-sharing.html,text-based
vpc tgw transit-gateway-share,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-share.html,text-based
vpc tgw tgw-flow-logs,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-flow-logs.html,text-based
vpc tgw flow-logs-cwl,https://docs.aws.amazon.com/vpc/latest/tgw/flow-logs-cwl.html,text-based
vpc tgw flow-logs-s3,https://docs.aws.amazon.com/vpc/latest/tgw/flow-logs-s3.html,text-based
vpc tgw flow-logs-kinesis,https://docs.aws.amazon.com/vpc/latest/tgw/flow-logs-kinesis.html,text-based
vpc tgw working-with-flow-logs,https://docs.aws.amazon.com/vpc/latest/tgw/working-with-flow-logs.html,text-based
vpc tgw transit-gateway-monitoring,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-monitoring.html,text-based
vpc tgw transit-gateway-cloudwatch-metrics,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-cloudwatch-metrics.html,text-based
vpc tgw transit-gateway-cloudtrail-logs,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-cloudtrail-logs.html,text-based
vpc tgw transit-gateway-authentication-access-control,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-authentication-access-control.html,text-based
vpc tgw service-linked-roles,https://docs.aws.amazon.com/vpc/latest/tgw/service-linked-roles.html,text-based
vpc tgw security-iam-awsmanpol,https://docs.aws.amazon.com/vpc/latest/tgw/security-iam-awsmanpol.html,text-based
vpc tgw tgw-nacls,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-nacls.html,text-based
vpc tgw transit-gateway-quotas,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-quotas.html,text-based
vpc tgw doc-history,https://docs.aws.amazon.com/vpc/latest/tgw/doc-history.html,text-based
 APIReference API_AcceptTransitGatewayVpcAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AcceptTransitGatewayVpcAttachment.html,API
 APIReference API_CreateTransitGateway,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGateway.html,API
 APIReference API_CreateTransitGatewayVpcAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayVpcAttachment.html,API
 APIReference API_DeleteTransitGateway,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGateway.html,API
 APIReference API_DeleteTransitGatewayVpcAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayVpcAttachment.html,API
 APIReference API_DescribeTransitGatewayAttachments,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayAttachments.html,API
 APIReference API_DescribeTransitGateways,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGateways.html,API
 APIReference API_DescribeTransitGatewayVpcAttachments,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayVpcAttachments.html,API
 APIReference API_ModifyTransitGateway,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyTransitGateway.html,API
 APIReference API_ModifyTransitGatewayVpcAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyTransitGatewayVpcAttachment.html,API
 APIReference API_RejectTransitGatewayVpcAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RejectTransitGatewayVpcAttachment.html,API
 APIReference API_CreateTransitGatewayConnect,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayConnect.html,API
 APIReference API_CreateTransitGatewayConnectPeer,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayConnectPeer.html,API
 APIReference API_DeleteTransitGatewayConnect,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayConnect.html,API
 APIReference API_DeleteTransitGatewayConnectPeer,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayConnectPeer.html,API
 APIReference API_DescribeTransitGatewayConnects,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayConnects.html,API
 APIReference API_DescribeTransitGatewayConnectPeers,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayConnectPeers.html,API
 APIReference API_AcceptTransitGatewayMulticastDomainAssociations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AcceptTransitGatewayMulticastDomainAssociations.html,API
 APIReference API_AssociateTransitGatewayMulticastDomain,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AssociateTransitGatewayMulticastDomain.html,API
 APIReference API_CreateTransitGatewayMulticastDomain,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayMulticastDomain.html,API
 APIReference API_DeleteTransitGatewayMulticastDomain,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayMulticastDomain.html,API
 APIReference API_DeregisterTransitGatewayMulticastGroupMembers,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeregisterTransitGatewayMulticastGroupMembers.html,API
